term,forms,tags
sagacity,sagacity,16k
sallies,"sallies, sallied, sallying",16k
salubrious,salubrious,16k
salver,"salver, salvers",16k
satiated,satiated,16k
satrap,"satrap, satraps",16k
sauerkraut,sauerkraut,16k
scabies,scabies,16k
scampi,scampi,16k
scapula,"scapula, scapulae, scapulas",16k
scherzo,scherzo,16k
schizoid,"schizoid, schizoids",16k
schtick,"schtick, shtick, shtik",16k
scientism,scientism,16k
scimitar,"scimitar, scimitars",16k
scouse,"scouse, scouser, scousers, scouses",16k
scrapie,scrapie,16k
screed,"screed, screeds",16k
screener,"screener, screeners",16k
seahorse,"seahorse, seahorses",16k
seemly,seemly,16k
selfsame,selfsame,16k
semiology,"semiology, semiological, semiologist, semiologists",16k
semolina,semolina,16k
sephardic,"sephardic, sephardim",16k
septal,septal,16k
septicaemia,"septicaemia, septicemia",16k
sequoia,"sequoia, seqouias",16k
sessile,sessile,16k
sett,"sett, setts",16k
sextant,"sextant, sextants",16k
shakedown,"shakedown, shakedowns",16k
shamen,shamen,16k
shandy,"shandy, shandies",16k
sharps,sharps,16k
shibboleth,"shibboleth, shibboleths",16k
shim,"shim, shimmed, shims",16k
shindig,"shindig, shindigs",16k
shiner,"shiner, shiners",16k
sidereal,sidereal,16k
silurian,silurian,16k
sinfonia,sinfonia,16k
singlet,"singlet, singlets",16k
sitar,"sitar, sitars",16k
skipjack,"skipjack, skipjacks",16k
skulduggery,"skulduggery, skulduggeries, skullduggeries, skullduggery",16k
smorgasbord,"smorgasbord, smorgasbords",16k
sommelier,"sommelier, sommeliers",16k
sonogram,"sonogram, sonograms",16k
soporific,soporific,16k
sot,"sot, sots, sotted",16k
spermicide,"spermicide, spermicidal",16k
sphagnum,sphagnum,16k
spina,spina,16k
spinnaker,"spinnaker, spinnakers",16k
splenic,splenic,16k
spongiform,spongiform,16k
sprocket,"sprocket, sprockets",16k
spume,"spume, spumous, spumy",16k
squeegee,"squeegee, squeegees",16k
squib,"squib, squibs",16k
stagflation,"stagflation, stagflationary",16k
stele,"stele, stelae, steles",16k
stingray,"stingray, stingrays",16k
stoat,"stoat, stoats",16k
stratigraphic,stratigraphic,16k
streptokinase,streptokinase,16k
stringers,stringers,16k
strontium,strontium,16k
strophe,"strophe, strophes, strophic",16k
strudel,"strudel, strudels",16k
subclinical,"subclinical, subclinically",16k
suborn,"suborn, subornation, suborned, suborner, suborning, suborns",16k
suchlike,suchlike,16k
sufferance,sufferance,16k
sulphide,"sulphide, sulphides",16k
sultana,"sultana, sultanas",16k
sultanate,"sultanate, sultanates",16k
superfluid,"superfluid, superfluidity, superfluities",16k
supergiant,"supergiant, supergiants",16k
supernumerary,"supernumerary, supernumeraries",16k
superoxide,"superoxide, superoxides",16k
superset,"superset, supersets",16k
surefire,surefire,16k
surtax,"surtax, surtaxes",16k
suzerain,"suzerain, suzerains, suzerainty",16k
switchblade,"switchblade, switchblades",16k
sybarite,"sybarite, sybaritic, sybaritically, sybaritism",16k
symbiont,"symbiont, symbionts",16k
synchronic,synchronic,16k
synchronise,"synchronise, synchronisation, synchronised, synchronises, synchronising",16k
syndicalist,"syndicalist, syndicalism",16k
syndicat,syndicat,16k
syntagmatic,"syntagmatic, syntagmatically",16k
tabor,"tabor, tabors, tabour, tabours",16k
taffy,taffy,16k
tailspin,"tailspin, tailspins",16k
talus,talus,16k
tamarind,"tamarind, tamarinds",16k
tansy,tansy,16k
tapioca,tapioca,16k
tare,"tare, tared, tares, taring",16k
taro,"taro, taros",16k
tater,"tater, taters",16k
tattle,"tattle, tattled, tattler, tattlers, tattles, tattling",16k
tek,tek,16k
telecommute,"telecommute, telecommuting",16k
teletext,"teletext, teletexts",16k
telluride,"telluride, tellurium",16k
teriyaki,teriyaki,16k
testa,testa,16k
thalamus,"thalamus, thalamic",16k
thallium,thallium,16k
theophylline,theophylline,16k
thermocouple,"thermocouple, thermocouples",16k
thomist,"thomist, thomism, thomistic, thomists",16k
thrombus,thrombus,16k
tian,tian,16k
timorous,"timorous, timorously, timorousness",16k
tink,"tink, tinked, tinking, tinks",16k
titre,titre,16k
titres,titres,16k
tizz,"tizz, tizzies, tizzy",16k
toff,"toff, toffs, toffy",16k
togs,"togs, togged, togging",16k
toile,"toile, toiles",16k
toilette,toilette,16k
topos,"topos, topoi",16k
torah,"torah, torahs",16k
toroid,"toroid, toroidal, toroids",16k
torpid,"torpid, torpidity, torpidly",16k
toucan,"toucan, toucans",16k
tourney,"tourney, tourneys",16k
toxics,toxics,16k
tracheotomy,"tracheotomy, tracheotomies",16k
translational,translational,16k
transmogrify,"transmogrify, transmogrification, transmogrified, transmogrifies, transmogrifying",16k
trapezoid,"trapezoid, trapezoidal",16k
trattoria,"trattoria, trattorias",16k
trefoil,"trefoil, trefoils",16k
trencher,"trencher, trencherman, trenchermen, trenchers",16k
triathlete,"triathlete, triathletes",16k
tricolor,"tricolor, tricolors",16k
trig,trig,16k
trigonometry,trigonometry,16k
trinidadian,trinidadian,16k
trois,trois,16k
trousseau,"trousseau, trousseaus, trousseaux",16k
tsetse,tsetse,16k
tumbledown,tumbledown,16k
tumbleweed,"tumbleweed, tumbleweeds",16k
turboprop,turboprop,16k
turncoat,"turncoat, turncoats",16k
tussock,"tussock, tussocks",16k
tutti,tutti,16k
twat,"twat, twats",16k
typo,"typo, typos",16k
typological,typological,16k
tyrannosaurus,tyrannosaurus,16k
ulema,ulema,16k
underwhelm,"underwhelm, underwhelmed, underwhelming, underwhelms",16k
unidimensional,unidimensional,16k
uprate,"uprate, uprated, uprates, uprating",16k
uptick,uptick,16k
vaccinia,vaccinia,16k
vagal,"vagal, vagally, vagus",16k
vedic,"vedic, veda, vedas",16k
vegetal,vegetal,16k
venturi,venturi,16k
verbena,"verbena, verbenas",16k
vernal,"vernal, vernally",16k
vers,vers,16k
verso,verso,16k
vesper,"vesper, vespers",16k
viburnum,"viburnum, viburnums",16k
vill,"vill, vills",16k
villus,"villus, villi",16k
viridian,viridian,16k
virology,"virology, virological, virologically, virologist",16k
viscoelastic,viscoelastic,16k
vitreous,vitreous,16k
vitro,vitro,16k
vizier,"vizier, viziers",16k
voce,voce,16k
volumetric,volumetric,16k
voluntarism,voluntarism,16k
walleye,"walleye, walleyes",16k
wanderlust,wanderlust,16k
warthog,"warthog, warthogs",16k
wen,wen,16k
whelp,"whelp, whelped, whelping, whelps",16k
whinge,"whinge, whinged, whingeing, whinger, whingers, whinges, whinging",16k
whippet,"whippet, whippets",16k
whirligig,"whirligig, whirligigs",16k
whiteout,"whiteout, whiteouted, whiteouting, whiteouts",16k
whitetail,"whitetail, whitetails",16k
whodunit,"whodunit, whodunits",16k
wholemeal,wholemeal,16k
wiener,wiener,16k
yob,"yob, yobbo, yobboes, yobbos, yobs",16k
yokel,"yokel, yokels",16k
zag,"zag, zagged, zagging, zags",16k
zeolite,"zeolite, zeolites",16k
zidovudine,zidovudine,16k
zilch,zilch,16k
zippo,zippo,16k
zippy,"zippy, zippier, zippiest",16k
abductee,"abductee, abductees",17k
abuzz,abuzz,17k
acetaldehyde,acetaldehyde,17k
acyclovir,acyclovir,17k
adagio,adagio,17k
adiabatic,adiabatic,17k
adios,adios,17k
adipose,"adipose, adiposity",17k
adventitious,"adventitious, adventitiously, adventitiousness",17k
adze,"adze, adzes",17k
afoul,afoul,17k
afrocentric,afrocentric,17k
agglutinate,"agglutinate, agglutinated, agglutinates, agglutinating, agglutination, agglutinative, agglutinin, agglutinins",17k
agouti,"agouti, agoutis",17k
agroforestry,agroforestry,17k
ahoy,ahoy,17k
aldrin,aldrin,17k
alfresco,alfresco,17k
allocative,allocative,17k
allometric,"allometric, allometries, allometry",17k
alopecia,alopecia,17k
amaretti,"amaretti, amaretto",17k
ambrosia,"ambrosia, ambrosial",17k
ampicillin,ampicillin,17k
ampoule,"ampoule, ampoules, ampule, ampules",17k
anaconda,"anaconda, anacondas",17k
anasazi,anasazi,17k
andante,andante,17k
angiogram,"angiogram, angiograms",17k
angstrom,"angstrom, angstroms",17k
annales,annales,17k
anodise,"anodise, anodised, anodises, anodising, anodize, anodized, anodizes, anodizing",17k
anorectal,"anorectal, anorectic",17k
antediluvian,"antediluvian, antediluvians",17k
anthropoid,"anthropoid, anthropoids",17k
antinomian,"antinomian, antinomianism",17k
antonym,"antonym, antonymic, antonymous, antonyms, antonymy",17k
antsy,antsy,17k
aphis,aphis,17k
appertain,"appertain, appertained, appertaining, appertains",17k
appurtenance,"appurtenance, appurtenances",17k
apres,"apres, après",17k
aquarian,"aquarian, aquarians",17k
arachnid,"arachnid, arachnids, arachnoid",17k
arb,"arb, arbs",17k
arbitral,arbitral,17k
archaean,"archaean, archaea, archaeal, archea, archeal, archean",17k
architrave,"architrave, architraves",17k
archon,"archon, archons",17k
arcsecond,"arcsecond, arcseconds",17k
ardour,"ardour, ardours",17k
arrogate,"arrogate, arrogated, arrogates, arrogation",17k
arrowroot,arrowroot,17k
arsenide,"arsenide, arsenides",17k
arteriosclerosis,"arteriosclerosis, arteriosclerotic",17k
asbestosis,asbestosis,17k
asinine,"asinine, asininely, asininity",17k
asperity,"asperity, asperities",17k
aspic,aspic,17k
astrolabe,"astrolabe, astrolabes",17k
astroturf,astroturf,17k
atherosclerotic,atherosclerotic,17k
attainder,attainder,17k
autarkic,"autarkic, autarky",17k
autocorrelation,autocorrelation,17k
autologous,"autologous, autologously",17k
avocation,"avocation, avocational, avocations",17k
bacchanal,"bacchanal, bacchanalia, bacchanalian",17k
backbite,"backbite, backbit, backbiter, backbites, backbiting, backbitten",17k
baggie,"baggie, baggies",17k
baleen,baleen,17k
balkanized,"balkanized, balkanisation, balkanised, balkanization",17k
bambino,"bambino, bambini",17k
bandolier,"bandolier, bandoleer, bandoleers, bandoliers",17k
bantamweight,"bantamweight, bantamweights",17k
bap,"bap, baps",17k
barf,"barf, barfed, barfing, barfs",17k
barrelled,"barrelled, barrelling",17k
basilisk,"basilisk, basilisks",17k
basso,basso,17k
bated,bated,17k
bathetic,"bathetic, bathetically, bathos",17k
baulk,"baulk, baulked, baulking, baulks",17k
beadle,"beadle, beadles",17k
bearcat,"bearcat, bearcats",17k
beetroot,"beetroot, beetroots",17k
belladonna,belladonna,17k
bellwether,"bellwether, bellwethers",17k
bestiary,"bestiary, bestiaries",17k
betel,betel,17k
bewail,"bewail, bewailed, bewailing, bewails",17k
biddy,"biddy, biddies",17k
bifida,bifida,17k
bight,"bight, bights",17k
bilberry,"bilberry, bilberries",17k
bilk,"bilk, bilked, bilking, bilks",17k
binaural,"binaural, binaurally",17k
bioluminescence,"bioluminescence, bioluminescent",17k
biophysics,"biophysics, biophysicist",17k
biosensor,"biosensor, biosensors",17k
biosynthetic,"biosynthetic, biosynthesis, biosynthetically",17k
bipedalism,bipedalism,17k
bittern,"bittern, bitterns",17k
bitumin,"bitumin, bituminous",17k
blackcurrant,"blackcurrant, blackcurrants",17k
blackface,blackface,17k
blackthorn,"blackthorn, blackthorns",17k
blighter,"blighter, blighters",17k
blowsy,"blowsy, blowsier, blowsiest, blowsiness, blowzier, blowziest, blowziness, blowzy",17k
blub,"blub, blubbed, blubbing, blubs",17k
boatswain,"boatswain, boatswains",17k
bodega,"bodega, bodegas",17k
boffin,"boffin, boffins",17k
bonbon,"bonbon, bonbons",17k
bonne,bonne,17k
bootee,"bootee, bootees, bootie",17k
borage,borage,17k
bordello,"bordello, bordellos",17k
borealis,borealis,17k
borscht,borscht,17k
bothy,"bothy, bothies",17k
bottler,"bottler, bottlers",17k
bouillabaisse,bouillabaisse,17k
bowhead,"bowhead, bowheads",17k
boyo,boyo,17k
bract,"bract, bracts",17k
braggart,"braggart, braggarts",17k
brahman,"brahman, brahmanical, brahmaninc, brahmanism, brahmans",17k
briny,briny,17k
broads,broads,17k
bromeliad,"bromeliad, bromeliads",17k
brontosaur,"brontosaur, brontosaurus",17k
brucellosis,brucellosis,17k
bugbear,"bugbear, bugbears",17k
bunion,"bunion, bunions",17k
burk,"burk, burks",17k
burro,"burro, burros",17k
busboy,"busboy, busboys",17k
bushwhack,"bushwhack, bushwhacked, bushwhacker, bushwhackers, bushwhacking",17k
bustard,"bustard, bustards",17k
butyrate,butyrate,17k
byelaw,"byelaw, byelaws",17k
byre,"byre, byres",17k
cabana,"cabana, cabanas",17k
cabbalist,"cabbalist, cabbalah, cabbalism, cabbalistic, kabbalah, kabbalism, kabbalist, kabbalistic",17k
cacao,cacao,17k
caesarian,"caesarian, caesarians",17k
camo,"camo, camos",17k
camomile,"camomile, camomiles",17k
candidiasis,candidiasis,17k
candour,candour,17k
canola,canola,17k
canticle,"canticle, canticles",17k
capon,"capon, capons",17k
carboxyl,"carboxyl, carboxylic",17k
carcase,"carcase, carcases",17k
carcinogenesis,carcinogenesis,17k
carex,carex,17k
caries,caries,17k
carotenoid,"carotenoid, carotenoids",17k
carpetbag,"carpetbag, carpetbagger, carpetbaggers, carpetbaggery",17k
carrel,"carrel, carrels",17k
caryatid,"caryatid, caryatids",17k
cassowary,"cassowary, cassowaries",17k
castanet,"castanet, castanets",17k
catechetical,catechetical,17k
caterwaul,"caterwaul, caterwauled, caterwauler, caterwaulers, caterwauling, caterwauls",17k
catkin,"catkin, catkins",17k
ceilidh,"ceilidh, ceilidhs",17k
cel,"cel, cels",17k
censer,"censer, censers",17k
cerebrovascular,cerebrovascular,17k
chamfer,"chamfer, chamfered, chamfering",17k
chandler,"chandler, chandlers, chandlery",17k
chanteuse,"chanteuse, chanteuses",17k
chantry,"chantry, chantries",17k
charism,"charism, charisms",17k
charnel,charnel,17k
charolais,charolais,17k
chary,"chary, charier, chariest, charily, chariness",17k
cheapo,"cheapo, cheapos",17k
cheapskate,"cheapskate, cheapskates",17k
chemiluminescence,"chemiluminescence, chemiluminescent",17k
chervil,chervil,17k
chicano,"chicano, chicanos",17k
chickweed,"chickweed, chickweeds",17k
chihuahua,"chihuahua, chihuahuas",17k
chinchilla,"chinchilla, chinchillas",17k
chiropody,"chiropody, chiropodist, chiropodists",17k
chirrup,"chirrup, chirruped, chirruping, chirrups",17k
chitter,"chitter, chittered, chittering, chitters",17k
chloramine,"chloramine, chloramines",17k
chloroquine,chloroquine,17k
choleric,"choleric, choler, cholerically",17k
cholinergic,"cholinergic, cholinergically",17k
chorion,"chorion, chorionic",17k
chromatogram,"chromatogram, chromatograms, chromatograph, chromatographer",17k
chronotope,"chronotope, chronotopes",17k
cinnabar,"cinnabar, cinnabarine",17k
circumlocute,"circumlocute, circumlocuted, circumlocutes, circumlocuting, circumlocution, circumlocutions, circumlocutory",17k
citric,citric,17k
civet,"civet, civets",17k
civitas,civitas,17k
claptrap,claptrap,17k
clart,"clart, clarted, clarting, clarts",17k
clinique,clinique,17k
cloze,"cloze, clozes",17k
codger,"codger, codgers",17k
coevolution,"coevolution, coevolutionary",17k
coho,"coho, cohos",17k
coleus,coleus,17k
colostrum,"colostrum, colostral",17k
comms,comms,17k
commutate,"commutate, commutated, commutates, commutating, commutation",17k
compadre,"compadre, compadres",17k
conjunctivitis,"conjunctivitis, conjunctiva",17k
connectionism,"connectionism, connectionist, connectionists",17k
contessa,"contessa, contessas",17k
contraindicate,"contraindicate, contraindicated",17k
contrarian,"contrarian, contrarians",17k
copepod,"copepod, copepods",17k
copperplate,copperplate,17k
cordite,cordite,17k
cosa,cosa,17k
costar,costar,17k
cottar,"cottar, cotter",17k
coulis,coulis,17k
counterparty,counterparty,17k
cour,cour,17k
cowslip,"cowslip, cowslips",17k
crankcase,"crankcase, crankcases",17k
crappie,"crappie, crappies",17k
crepuscular,"crepuscular, crepuscularly",17k
crick,"crick, cricked, cricking, cricks",17k
crit,"crit, crits",17k
crotchet,"crotchet, crotchets",17k
croupier,"croupier, croupiers",17k
crystallite,"crystallite, crystallites",17k
culotte,"culotte, culotted, culottes",17k
culpa,culpa,17k
cummerbund,"cummerbund, cummerbunds",17k
cumulate,"cumulate, cumulated, cumulation, cumulations",17k
cuneiform,cuneiform,17k
curettage,curettage,17k
curie,"curie, curies",17k
curragh,"curragh, curraghs",17k
cyberpunk,cyberpunk,17k
daffy,"daffy, daffier, daffiest, dafily",17k
decongestant,"decongestant, decongestants",17k
decontrol,"decontrol, decontrolled, decontrolling",17k
decrypt,"decrypt, decrypted, decrypting, decryption, decryptions, decrypts",17k
deflower,"deflower, deflowered, deflowering, deflowerment, deflowers",17k
deism,"deism, deist, deistic, deistical, deistically",17k
delphic,"delphic, delphically",17k
demigod,"demigod, demigods",17k
dendrochronology,"dendrochronology, dendrochronological, dendrochronologically, dendrochronologist",17k
denier,"denier, deniers",17k
desideratum,"desideratum, desiderata",17k
deuteron,"deuteron, deuterons",17k
dewater,"dewater, dewatered, dewatering",17k
dexterous,dexterous,17k
dextrose,dextrose,17k
diadem,"diadem, diadems",17k
dib,"dib, dibs",17k
dicker,"dicker, dickered, dickering, dickers",17k
digitalis,digitalis,17k
dilly,"dilly, dillies",17k
dingo,"dingo, dingoes",17k
dippy,"dippy, dippier, dippiness, dippyiest",17k
dipstick,"dipstick, dipsticks",17k
discography,discography,17k
disfranchise,"disfranchise, disfranchised, disfranchisement",17k
dishy,"dishy, dishier, dishiest",17k
disinter,"disinter, disinterred, disinterring",17k
disinvestment,disinvestment,17k
