language,term,translation,parent,tags
English,confute,,,20k
English,confutation,confute,,20k
English,confutations,confute,,20k
English,confuted,confute,,20k
English,confuter,confute,,20k
English,confutes,confute,,20k
English,confuting,confute,,20k
English,congener,,,20k
English,congeners,congener,,20k
English,conger,,,20k
English,congers,conger,,20k
English,conodont,,,20k
English,conodonts,conodont,,20k
English,consomme,,,20k
English,copyhold,,,20k
English,copyholds,copyhold,,20k
English,cordage,,,20k
English,coruscate,,,20k
English,coruscated,coruscate,,20k
English,coruscates,coruscate,,20k
English,coruscating,coruscate,,20k
English,coruscation,coruscate,,20k
English,coruscations,coruscate,,20k
English,coryza,,,20k
English,costal,,,20k
English,cotoneaster,,,20k
English,cotoneasters,cotoneaster,,20k
English,cottontail,,,20k
English,cottontails,cottontail,,20k
English,coulee,,,20k
English,coulees,coulee,,20k
English,counterfoil,,,20k
English,counterfoils,counterfoil,,20k
English,counterpoise,,,20k
English,cours,,,20k
English,cowlick,,,20k
English,cowlicks,cowlick,,20k
English,cowpoke,,,20k
English,cowpokes,cowpoke,,20k
English,coypu,,,20k
English,coypus,coypu,,20k
English,crackhead,,,20k
English,crackheads,crackhead,,20k
English,craton,,,20k
English,cratonic,craton,,20k
English,cratons,craton,,20k
English,credenza,,,20k
English,cribbage,,,20k
English,croton,,,20k
English,crotons,croton,,20k
English,crucifer,,,20k
English,cruciferous,crucifer,,20k
English,cruet,,,20k
English,cruets,cruet,,20k
English,crypto,,,20k
English,cryptogram,,,20k
English,cryptograms,cryptogram,,20k
English,cuirass,,,20k
English,cupidity,,,20k
English,curandero,,,20k
English,curanderos,curandero,,20k
English,cyanosis,,,20k
English,cytosol,,,20k
English,cytosolic,cytosol,,20k
English,dactyl,,,20k
English,dactylic,dactyl,,20k
English,dactyls,dactyl,,20k
English,dago,,,20k
English,dagoes,dago,,20k
English,dagos,dago,,20k
English,daikon,,,20k
English,damselfly,,,20k
English,damselflies,damselfly,,20k
English,dandle,,,20k
English,dandled,dandle,,20k
English,dandles,dandle,,20k
English,dandling,dandle,,20k
English,deadlift,,,20k
English,deadlifts,deadlift,,20k
English,debouch,,,20k
English,debouched,debouch,,20k
English,debouches,debouch,,20k
English,debouching,debouch,,20k
English,debouchment,debouch,,20k
English,debouchments,debouch,,20k
English,decalogue,,,20k
English,decidendi,,,20k
English,declension,,,20k
English,declensions,declension,,20k
English,demotivate,,,20k
English,demotivated,demotivate,,20k
English,demotivates,demotivate,,20k
English,demotivating,demotivate,,20k
English,demyelinate,,,20k
English,demyelinated,demyelinate,,20k
English,demyelinates,demyelinate,,20k
English,demyelinating,demyelinate,,20k
English,demyelination,demyelinate,,20k
English,denotative,,,20k
English,depilatory,,,20k
English,depilatories,depilatory,,20k
English,deponent,,,20k
English,deponents,deponent,,20k
English,derridean,,,20k
English,descant,,,20k
English,descry,,,20k
English,descried,descry,,20k
English,descries,descry,,20k
English,descrying,descry,,20k
English,dhoti,,,20k
English,dhotis,dhoti,,20k
English,diamante,,,20k
English,diathermy,,,20k
English,diathermic,diathermy,,20k
English,diatomic,,,20k
English,diegetic,,,20k
English,dihedral,,,20k
English,dillydally,,,20k
English,dillydallying,dillydally,,20k
English,diluent,,,20k
English,dinero,,,20k
English,dingbat,,,20k
English,dingbats,dingbat,,20k
English,diorite,,,20k
English,disarrange,,,20k
English,disarranged,disarrange,,20k
English,disarrangement,disarrange,,20k
English,disarranges,disarrange,,20k
English,disarranging,disarrange,,20k
English,disport,,,20k
English,disported,disport,,20k
English,disporting,disport,,20k
English,disports,disport,,20k
English,dodgem,,,20k
English,dodgems,dodgem,,20k
English,dojo,,,20k
English,dojos,dojo,,20k
English,domo,,,20k
English,domos,domo,,20k
English,doodad,,,20k
English,doodads,doodad,,20k
English,doozy,,,20k
English,dopaminergic,,,20k
English,dopaminergically,dopaminergic,,20k
English,dopant,,,20k
English,dopants,dopant,,20k
English,dorsiflexion,,,20k
English,dragster,,,20k
English,dragsters,dragster,,20k
English,dreck,,,20k
English,drogue,,,20k
English,dromedary,,,20k
English,dromedaries,dromedary,,20k
English,dropsy,,,20k
English,drumlin,,,20k
English,drumlins,drumlin,,20k
English,duiker,,,20k
English,duikers,duiker,,20k
English,durum,,,20k
English,dweeb,,,20k
English,dweebs,dweeb,,20k
English,dynamometer,,,20k
English,dynamometers,dynamometer,,20k
English,dysphoria,,,20k
English,dysphoric,dysphoria,,20k
English,ecclesia,,,20k
English,ecclesias,ecclesia,,20k
English,echocardiogram,,,20k
English,echocardiograms,echocardiogram,,20k
English,eclogue,,,20k
English,eclogues,eclogue,,20k
English,ecosphere,,,20k
English,ecru,,,20k
English,ectoderm,,,20k
English,ectodermic,ectoderm,,20k
English,edelweiss,,,20k
English,edenic,,,20k
English,educe,,,20k
English,educed,educe,,20k
English,educes,educe,,20k
English,educible,educe,,20k
English,educing,educe,,20k
English,eduction,educe,,20k
English,edutainment,,,20k
English,eelgrass,,,20k
English,effulgent,,,20k
English,effulgence,effulgent,,20k
English,effulgently,effulgent,,20k
English,eland,,,20k
English,elands,eland,,20k
English,elastase,,,20k
English,electrocautery,,,20k
English,elver,,,20k
English,elvers,elver,,20k
English,embouchure,,,20k
English,embouchures,embouchure,,20k
English,embryonal,,,20k
English,empanada,,,20k
English,empanadas,empanada,,20k
English,empiric,,,20k
English,emptor,,,20k
English,endoderm,,,20k
English,enterotoxin,,,20k
English,enterotoxins,enterotoxin,,20k
English,ephedra,,,20k
English,episiotomy,,,20k
English,episiotomies,episiotomy,,20k
English,epitaxy,,,20k
English,epitaxial,epitaxy,,20k
English,epitaxially,epitaxy,,20k
English,epoxide,,,20k
English,epoxides,epoxide,,20k
English,ergometer,,,20k
English,ergometers,ergometer,,20k
English,erythropoietin,,,20k
English,escarole,,,20k
English,escheat,,,20k
English,escheated,escheat,,20k
English,escheating,escheat,,20k
English,escheator,escheat,,20k
English,escheators,escheat,,20k
English,escheats,escheat,,20k
English,estoppal,,,20k
English,estopped,estoppal,,20k
English,estradiol,,,20k
English,ethnomethodology,,,20k
English,ethnomethodologist,ethnomethodology,,20k
English,etoile,,,20k
English,étoile,etoile,,20k
English,euphony,,,20k
English,euphonic,euphony,,20k
English,euphonically,euphony,,20k
English,euphonies,euphony,,20k
English,eutectic,,,20k
English,eventide,,,20k
English,exciton,,,20k
English,excitons,exciton,,20k
English,execrate,,,20k
English,execrated,execrate,,20k
English,execration,execrate,,20k
English,execrations,execrate,,20k
English,exempla,,,20k
English,exemplum,,,20k
English,extralinguistic,,,20k
English,factitious,,,20k
English,factitiously,factitious,,20k
English,factitiousness,factitious,,20k
English,fado,,,20k
English,fados,fado,,20k
English,fascicle,,,20k
English,fascicled,fascicle,,20k
English,fascicles,fascicle,,20k
English,feck,,,20k
English,fecking,feck,,20k
English,federative,,,20k
English,fellahin,,,20k
English,fellaheen,fellahin,,20k
English,fetlock,,,20k
English,fetlocks,fetlock,,20k
English,firma,,,20k
English,fleshpot,,,20k
English,fleshpots,fleshpot,,20k
English,fletch,,,20k
English,fletched,fletch,,20k
English,flexi,,,20k
English,flic,,,20k
English,flics,flic,,20k
English,fluorosis,,,20k
English,folle,,,20k
English,folles,folle,,20k
English,foraminifers,,,20k
English,foraminifera,foraminifers,,20k
English,foreland,,,20k
English,forelands,foreland,,20k
English,fortis,,,20k
English,freeboard,,,20k
English,fricassee,,,20k
English,fricasseed,fricassee,,20k
English,fricasseeing,fricassee,,20k
English,frittata,,,20k
English,frittatas,frittata,,20k
English,frizzle,,,20k
English,frizzled,frizzle,,20k
English,frizzles,frizzle,,20k
English,frizzling,frizzle,,20k
English,fron,,,20k
English,frons,fron,,20k
English,fug,,,20k
English,fuggier,fug,,20k
English,fuggiest,fug,,20k
English,fuggy,fug,,20k
English,fumigant,,,20k
English,fumigants,fumigant,,20k
English,fusilli,,,20k
English,galette,,,20k
English,galettes,galette,,20k
English,galleria,,,20k
English,gametophyte,,,20k
English,gametophytes,gametophyte,,20k
English,gamine,,,20k
English,ganja,,,20k
English,gantlet,,,20k
English,gasohol,,,20k
English,gat,,,20k
English,gavotte,,,20k
English,gavottes,gavotte,,20k
English,gazillion,,,20k
English,gazillions,gazillion,,20k
English,geocentric,,,20k
English,geocentrically,geocentric,,20k
English,geocentrism,geocentric,,20k
English,geometer,,,20k
English,geometers,geometer,,20k
English,geosynchronous,,,20k
English,gerbera,,,20k
English,gerberas,gerbera,,20k
English,gerontocracy,,,20k
English,gerontocracies,gerontocracy,,20k
English,gerontocrat,gerontocracy,,20k
English,gerontocratic,gerontocracy,,20k
English,gerontocrats,gerontocracy,,20k
English,gewgaw,,,20k
English,gewgaws,gewgaw,,20k
English,ghat,,,20k
English,ghats,ghat,,20k
English,ghostwriter,,,20k
English,ghostwriters,ghostwriter,,20k
English,ghostwrite,ghostwriter,,20k
English,ghostwritten,ghostwriter,,20k
English,ghostwrote,ghostwriter,,20k
English,gillie,,,20k
English,gillies,gillie,,20k
English,gimcrack,,,20k
English,gimcrackery,gimcrack,,20k
English,ginormous,,,20k
English,glebe,,,20k
English,glebes,glebe,,20k
English,glioblastoma,,,20k
English,glioblastomas,glioblastoma,,20k
English,glioma,,,20k
English,gliomas,glioma,,20k
English,globin,,,20k
English,glockenspiel,,,20k
English,glockenspiels,glockenspiel,,20k
English,glop,,,20k
English,gloppy,glop,,20k
English,glops,glop,,20k
English,glucosamine,,,20k
English,glutaraldehyde,,,20k
English,gluteal,,,20k
English,gluteals,gluteal,,20k
English,glycemic,,,20k
English,glyphosate,,,20k
English,gobbledegook,,,20k
English,godwit,,,20k
English,godwits,godwit,,20k
English,goliath,,,20k
English,goliaths,goliath,,20k
English,gonadotropin,,,20k
English,gonadotropins,gonadotropin,,20k
English,goniometer,,,20k
English,goniometers,goniometer,,20k
English,goober,,,20k
English,goobers,goober,,20k
English,goofball,,,20k
English,goofballs,goofball,,20k
English,gooseflesh,,,20k
English,goosefleshed,gooseflesh,,20k
English,gorget,,,20k
English,gorgets,gorget,,20k
English,gorgonzola,,,20k
English,gorp,,,20k
English,gorping,gorp,,20k
English,grackle,,,20k
English,grackles,grackle,,20k
English,grappa,,,20k
English,greensward,,,20k
English,groundfish,,,20k
English,gudgeon,,,20k
English,gudgeons,gudgeon,,20k
English,gul,,,20k
English,gumboot,,,20k
English,gumboots,gumboot,,20k
English,gustatory,,,20k
English,gynandrous,,,20k
English,gyroplane,,,20k
English,gyroplanes,gyroplane,,20k
English,habitue,,,20k
English,habitues,habitue,,20k
English,hadrosaur,,,20k
English,hadrosaurs,hadrosaur,,20k
English,haematoma,,,20k
English,haematomas,haematoma,,20k
English,haematuria,,,20k
English,hematuria,haematuria,,20k
English,halite,,,20k
English,halites,halite,,20k
English,handspring,,,20k
English,handsprings,handspring,,20k
English,haole,,,20k
English,haoles,haole,,20k
English,hardtack,,,20k
English,harebell,,,20k
English,harebells,harebell,,20k
English,hebraic,,,20k
English,hemangioma,,,20k
English,hemangiomas,hemangioma,,20k
English,hematoma,,,20k
English,hematomas,hematoma,,20k
English,henpeck,,,20k
English,henpecked,henpeck,,20k
English,henpecking,henpeck,,20k
English,henpecks,henpeck,,20k
English,heptathlon,,,20k
English,heptathlons,heptathlon,,20k
English,heteronomous,,,20k
English,heteronomously,heteronomous,,20k
English,hexafluoride,,,20k
English,hexameter,,,20k
English,hexameters,hexameter,,20k
English,hexane,,,20k
English,hissy,,,20k
English,histiocytes,,,20k
English,histiocytosis,histiocytes,,20k
English,hod,,,20k
English,hodders,hod,,20k
English,hods,hod,,20k
English,hogget,,,20k
English,hoggets,hogget,,20k
English,homburg,,,20k
English,homburgs,homburg,,20k
English,homebase,,,20k
English,hominy,,,20k
English,hoofer,,,20k
English,hoofers,hoofer,,20k
English,hoopoe,,,20k
English,hoopoes,hoopoe,,20k
English,hornpipe,,,20k
English,hornpipes,hornpipe,,20k
English,horology,,,20k
English,horological,horology,,20k
English,horologist,horology,,20k
English,hotchpotch,,,20k
English,hottie,,,20k
English,hotties,hottie,,20k
English,humdinger,,,20k
English,humdingers,humdinger,,20k
English,humeral,,,20k
English,hydride,,,20k
English,hydrides,hydride,,20k
English,hydroquinone,,,20k
English,hymnody,,,20k
English,hyperbola,,,20k
English,hyperbolae,hyperbola,,20k
English,hyperbolas,hyperbola,,20k
English,hypericum,,,20k
English,hyperlink,,,20k
English,hyperlinked,hyperlink,,20k
English,hyperlinking,hyperlink,,20k
English,hyperlinks,hyperlink,,20k
English,hyperparathyroidism,,,20k
English,hypocaust,,,20k
English,hypochondriacal,,,20k
English,hypothermic,,,20k
English,ichor,,,20k
English,ichorous,ichor,,20k
English,ick,,,20k
English,icks,ick,,20k
English,identikit,,,20k
English,identikits,identikit,,20k
English,iliac,,,20k
English,illite,,,20k
English,illites,illite,,20k
English,immunoblot,,,20k
English,immunoblotting,immunoblot,,20k
English,impedimenta,,,20k
English,impost,,,20k
English,imposts,impost,,20k
English,incus,,,20k
English,indicia,,,20k
English,indium,,,20k
English,indurate,,,20k
English,indurated,indurate,,20k
English,indurates,indurate,,20k
English,indurating,indurate,,20k
English,induration,indurate,,20k
English,ingle,,,20k
English,ingles,ingle,,20k
English,inglenook,,,20k
English,inglenooks,inglenook,,20k
English,integument,,,20k
English,integuments,integument,,20k
English,intercooler,,,20k
English,intercoolers,intercooler,,20k
English,interdigitate,,,20k
English,interdigitated,interdigitate,,20k
English,interdigitates,interdigitate,,20k
English,interdigitating,interdigitate,,20k
English,interdigitation,interdigitate,,20k
English,internat,,,20k
English,intifadah,,,20k
English,intifadeh,intifadah,,20k
English,intimal,,,20k
English,invigilate,,,20k
English,invigilated,invigilate,,20k
English,invigilates,invigilate,,20k
English,invigilating,invigilate,,20k
English,invigilator,invigilate,,20k
English,invigilators,invigilate,,20k
English,ipecac,,,20k
English,ipecacuanha,ipecac,,20k
English,ischia,,,20k
English,ischial,ischia,,20k
English,jai,,,20k
English,jambalaya,,,20k
English,jamesian,,,20k
English,javelina,,,20k
English,javelinas,javelina,,20k
English,jaywalk,,,20k
English,jaywalker,jaywalk,,20k
English,jaywalkers,jaywalk,,20k
English,jaywalking,jaywalk,,20k
English,jefe,,,20k
English,jefes,jefe,,20k
English,jello,,,20k
English,jetlag,,,20k
English,jetlagged,jetlag,,20k
English,jezebel,,,20k
English,jezebels,jezebel,,20k
English,jitney,,,20k
English,jitneys,jitney,,20k
English,joggle,,,20k
English,joggled,joggle,,20k
English,joggles,joggle,,20k
English,joggling,joggle,,20k
English,jonquil,,,20k
English,jonquils,jonquil,,20k
English,juju,,,20k
English,juste,,,20k
English,justiciar,,,20k
English,justiciars,justiciar,,20k
English,kabob,,,20k
English,kabobs,kabob,,20k
English,kakapo,,,20k
English,kakapos,kakapo,,20k
English,kami,,,20k
English,kazoo,,,20k
English,kazoos,kazoo,,20k
English,kerf,,,20k
English,kerfed,kerf,,20k
English,kerfing,kerf,,20k
English,kerfs,kerf,,20k
English,kibitz,,,20k
English,kibitzed,kibitz,,20k
English,kibitzer,kibitz,,20k
English,kibitzers,kibitz,,20k
English,kibitzing,kibitz,,20k
English,kibosh,,,20k
English,kickstart,,,20k
English,kickstarted,kickstart,,20k
English,kickstarting,kickstart,,20k
English,kickstarts,kickstart,,20k
English,killifish,,,20k
